State,Measure,Year,Value
Alabama,Bridges,2010,16018
Alaska,Bridges,2010,1134
Arizona,Bridges,2010,7579
Arkansas,Bridges,2010,12587
California,Bridges,2010,24558
Colorado,Bridges,2010,8506
Connecticut,Bridges,2010,4191
Delaware,Bridges,2010,861
District of Columbia,Bridges,2010,244
Florida,Bridges,2010,11912
Georgia,Bridges,2010,14670
Hawaii,Bridges,2010,1137
Idaho,Bridges,2010,4132
Illinois,Bridges,2010,26337
Indiana,Bridges,2010,18548
Iowa,Bridges,2010,24731
Kansas,Bridges,2010,25329
Kentucky,Bridges,2010,13849
Louisiana,Bridges,2010,13361
Maine,Bridges,2010,2393
Maryland,Bridges,2010,5195
Massachusetts,Bridges,2010,5113
Michigan,Bridges,2010,10928
Minnesota,Bridges,2010,13108
Mississippi,Bridges,2010,17065
Missouri,Bridges,2010,24245
Montana,Bridges,2010,5119
Nebraska,Bridges,2010,15376
Nevada,Bridges,2010,1753
New Hampshire,Bridges,2010,2409
New Jersey,Bridges,2010,6520
New Mexico,Bridges,2010,3903
New York,Bridges,2010,17365
North Carolina,Bridges,2010,18099
North Dakota,Bridges,2010,4418
Ohio,Bridges,2010,28033
Oklahoma,Bridges,2010,23692
Oregon,Bridges,2010,7255
Pennsylvania,Bridges,2010,22362
Rhode Island,Bridges,2010,757
South Carolina,Bridges,2010,9252
South Dakota,Bridges,2010,5891
Tennessee,Bridges,2010,19892
Texas,Bridges,2010,51454
Utah,Bridges,2010,2911
Vermont,Bridges,2010,2712
Virginia,Bridges,2010,13522
Washington,Bridges,2010,7755
West Virginia,Bridges,2010,7069
Wisconsin,Bridges,2010,13982
Wyoming,Bridges,2010,3060
Puerto Rico,Bridges,2010,2201
United States,Bridges,2010,602292
Alabama,Bridges,2011,16061
Alaska,Bridges,2011,1156
Arizona,Bridges,2011,7739
Arkansas,Bridges,2011,12641
California,Bridges,2011,24609
Colorado,Bridges,2011,8551
Connecticut,Bridges,2011,4200
Delaware,Bridges,2011,857
District of Columbia,Bridges,2011,245
Florida,Bridges,2011,11986
Georgia,Bridges,2011,14694
Hawaii,Bridges,2011,1132
Idaho,Bridges,2011,4164
Illinois,Bridges,2011,26436
Indiana,Bridges,2011,18640
Iowa,Bridges,2011,24537
Kansas,Bridges,2011,25233
Kentucky,Bridges,2011,13948
Louisiana,Bridges,2011,13153
Maine,Bridges,2011,2402
Maryland,Bridges,2011,5214
Massachusetts,Bridges,2011,5099
Michigan,Bridges,2011,10957
Minnesota,Bridges,2011,13117
Mississippi,Bridges,2011,17032
Missouri,Bridges,2011,24286
Montana,Bridges,2011,5097
Nebraska,Bridges,2011,15395
Nevada,Bridges,2011,1783
New Hampshire,Bridges,2011,2423
New Jersey,Bridges,2011,6514
New Mexico,Bridges,2011,3932
New York,Bridges,2011,17384
North Carolina,Bridges,2011,18214
North Dakota,Bridges,2011,4410
Ohio,Bridges,2011,27403
Oklahoma,Bridges,2011,23730
Oregon,Bridges,2011,7353
Pennsylvania,Bridges,2011,22320
Rhode Island,Bridges,2011,751
South Carolina,Bridges,2011,9270
South Dakota,Bridges,2011,5877
Tennessee,Bridges,2011,19937
Texas,Bridges,2011,51878
Utah,Bridges,2011,2946
Vermont,Bridges,2011,2717
Virginia,Bridges,2011,13524
Washington,Bridges,2011,7743
West Virginia,Bridges,2011,7099
Wisconsin,Bridges,2011,14024
Wyoming,Bridges,2011,3068
Puerto Rico,Bridges,2011,2222
United States,Bridges,2011,602881
Alabama,Bridges,2012,16070
Alaska,Bridges,2012,1173
Arizona,Bridges,2012,7835
Arkansas,Bridges,2012,12696
California,Bridges,2012,24812
Colorado,Bridges,2012,8591
Connecticut,Bridges,2012,4208
Delaware,Bridges,2012,862
District of Columbia,Bridges,2012,239
Florida,Bridges,2012,11982
Georgia,Bridges,2012,14739
Hawaii,Bridges,2012,1131
Idaho,Bridges,2012,4214
Illinois,Bridges,2012,26514
Indiana,Bridges,2012,18789
Iowa,Bridges,2012,24496
Kansas,Bridges,2012,25176
Kentucky,Bridges,2012,14031
Louisiana,Bridges,2012,13175
Maine,Bridges,2012,2408
Maryland,Bridges,2012,5294
Massachusetts,Bridges,2012,5120
Michigan,Bridges,2012,11000
Minnesota,Bridges,2012,13121
Mississippi,Bridges,2012,17061
Missouri,Bridges,2012,24334
Montana,Bridges,2012,5120
Nebraska,Bridges,2012,15393
Nevada,Bridges,2012,1798
New Hampshire,Bridges,2012,2429
New Jersey,Bridges,2012,6554
New Mexico,Bridges,2012,3924
New York,Bridges,2012,17420
North Carolina,Bridges,2012,18165
North Dakota,Bridges,2012,4453
Ohio,Bridges,2012,27045
Oklahoma,Bridges,2012,23781
Oregon,Bridges,2012,7633
Pennsylvania,Bridges,2012,22669
Rhode Island,Bridges,2012,757
South Carolina,Bridges,2012,9271
South Dakota,Bridges,2012,5870
Tennessee,Bridges,2012,19985
Texas,Bridges,2012,52260
Utah,Bridges,2012,2947
Vermont,Bridges,2012,2727
Virginia,Bridges,2012,13769
Washington,Bridges,2012,7840
West Virginia,Bridges,2012,7093
Wisconsin,Bridges,2012,14057
Wyoming,Bridges,2012,3101
Puerto Rico,Bridges,2012,2248
United States,Bridges,2012,605132
Alabama,Bridges,2013,16078
Alaska,Bridges,2013,1196
Arizona,Bridges,2013,7862
Arkansas,Bridges,2013,12748
California,Bridges,2013,24955
Colorado,Bridges,2013,8612
Connecticut,Bridges,2013,4218
Delaware,Bridges,2013,864
District of Columbia,Bridges,2013,252
Florida,Bridges,2013,12070
Georgia,Bridges,2013,14769
Hawaii,Bridges,2013,1125
Idaho,Bridges,2013,4232
Illinois,Bridges,2013,26621
Indiana,Bridges,2013,18953
Iowa,Bridges,2013,24398
Kansas,Bridges,2013,25171
Kentucky,Bridges,2013,14116
Louisiana,Bridges,2013,13050
Maine,Bridges,2013,2402
Maryland,Bridges,2013,5291
Massachusetts,Bridges,2013,5136
Michigan,Bridges,2013,11022
Minnesota,Bridges,2013,13137
Mississippi,Bridges,2013,17044
Missouri,Bridges,2013,24350
Montana,Bridges,2013,5126
Nebraska,Bridges,2013,15370
Nevada,Bridges,2013,1853
New Hampshire,Bridges,2013,2438
New Jersey,Bridges,2013,6566
New Mexico,Bridges,2013,3935
New York,Bridges,2013,17442
North Carolina,Bridges,2013,18168
North Dakota,Bridges,2013,4439
Ohio,Bridges,2013,27015
Oklahoma,Bridges,2013,22912
Oregon,Bridges,2013,7656
Pennsylvania,Bridges,2013,22660
Rhode Island,Bridges,2013,766
South Carolina,Bridges,2013,9275
South Dakota,Bridges,2013,5875
Tennessee,Bridges,2013,20058
Texas,Bridges,2013,52561
Utah,Bridges,2013,2974
Vermont,Bridges,2013,2731
Virginia,Bridges,2013,13765
Washington,Bridges,2013,7902
West Virginia,Bridges,2013,7125
Wisconsin,Bridges,2013,14088
Wyoming,Bridges,2013,3099
Puerto Rico,Bridges,2013,2280
United States,Bridges,2013,605471
Alabama,Bridges,2014,16088
Alaska,Bridges,2014,1544
Arizona,Bridges,2014,8035
Arkansas,Bridges,2014,12806
California,Bridges,2014,25406
Colorado,Bridges,2014,8668
Connecticut,Bridges,2014,4218
Delaware,Bridges,2014,865
District of Columbia,Bridges,2014,253
Florida,Bridges,2014,12137
Georgia,Bridges,2014,14795
Hawaii,Bridges,2014,1137
Idaho,Bridges,2014,4431
Illinois,Bridges,2014,26588
Indiana,Bridges,2014,19019
Iowa,Bridges,2014,24300
Kansas,Bridges,2014,25085
Kentucky,Bridges,2014,14194
Louisiana,Bridges,2014,12982
Maine,Bridges,2014,2419
Maryland,Bridges,2014,5305
Massachusetts,Bridges,2014,5141
Michigan,Bridges,2014,11072
Minnesota,Bridges,2014,12961
Mississippi,Bridges,2014,17091
Missouri,Bridges,2014,24385
Montana,Bridges,2014,5251
Nebraska,Bridges,2014,15374
Nevada,Bridges,2014,1898
New Hampshire,Bridges,2014,2467
New Jersey,Bridges,2014,6609
New Mexico,Bridges,2014,3951
New York,Bridges,2014,17456
North Carolina,Bridges,2014,18117
North Dakota,Bridges,2014,4429
Ohio,Bridges,2014,26986
Oklahoma,Bridges,2014,23147
Oregon,Bridges,2014,8052
Pennsylvania,Bridges,2014,22691
Rhode Island,Bridges,2014,766
South Carolina,Bridges,2014,9338
South Dakota,Bridges,2014,5872
Tennessee,Bridges,2014,20077
Texas,Bridges,2014,52937
Utah,Bridges,2014,3014
Vermont,Bridges,2014,2745
Virginia,Bridges,2014,13800
Washington,Bridges,2014,8120
West Virginia,Bridges,2014,7187
Wisconsin,Bridges,2014,14109
Wyoming,Bridges,2014,3127
Puerto Rico,Bridges,2014,2304
United States,Bridges,2014,608445
Alabama,Bridges,2015,16095
Alaska,Bridges,2015,1493
Arizona,Bridges,2015,8056
Arkansas,Bridges,2015,12853
California,Bridges,2015,25318
Colorado,Bridges,2015,8624
Connecticut,Bridges,2015,4225
Delaware,Bridges,2015,875
District of Columbia,Bridges,2015,254
Florida,Bridges,2015,12198
Georgia,Bridges,2015,14790
Hawaii,Bridges,2015,1142
Idaho,Bridges,2015,4369
Illinois,Bridges,2015,26674
Indiana,Bridges,2015,19145
Iowa,Bridges,2015,24242
Kansas,Bridges,2015,25047
Kentucky,Bridges,2015,14261
Louisiana,Bridges,2015,13012
Maine,Bridges,2015,2431
Maryland,Bridges,2015,5313
Massachusetts,Bridges,2015,5167
Michigan,Bridges,2015,11086
Minnesota,Bridges,2015,13301
Mississippi,Bridges,2015,17057
Missouri,Bridges,2015,24398
Montana,Bridges,2015,5243
Nebraska,Bridges,2015,15341
Nevada,Bridges,2015,1919
New Hampshire,Bridges,2015,2470
New Jersey,Bridges,2015,6686
New Mexico,Bridges,2015,3960
New York,Bridges,2015,17461
North Carolina,Bridges,2015,18124
North Dakota,Bridges,2015,4401
Ohio,Bridges,2015,27104
Oklahoma,Bridges,2015,23049
Oregon,Bridges,2015,8037
Pennsylvania,Bridges,2015,22783
Rhode Island,Bridges,2015,766
South Carolina,Bridges,2015,9344
South Dakota,Bridges,2015,5866
Tennessee,Bridges,2015,20106
Texas,Bridges,2015,53209
Utah,Bridges,2015,3019
Vermont,Bridges,2015,2749
Virginia,Bridges,2015,13884
Washington,Bridges,2015,8158
West Virginia,Bridges,2015,7215
Wisconsin,Bridges,2015,14134
Wyoming,Bridges,2015,3085
Puerto Rico,Bridges,2015,2306
United States,Bridges,2015,609539
Alabama,Bridges,2016,16098
Alaska,Bridges,2016,1488
Arizona,Bridges,2016,8154
Arkansas,Bridges,2016,12871
California,Bridges,2016,25431
Colorado,Bridges,2016,8682
Connecticut,Bridges,2016,4214
Delaware,Bridges,2016,877
District of Columbia,Bridges,2016,245
Florida,Bridges,2016,12313
Georgia,Bridges,2016,14835
Hawaii,Bridges,2016,1132
Idaho,Bridges,2016,4445
Illinois,Bridges,2016,26704
Indiana,Bridges,2016,19245
Iowa,Bridges,2016,24184
Kansas,Bridges,2016,25013
Kentucky,Bridges,2016,14265
Louisiana,Bridges,2016,12915
Maine,Bridges,2016,2450
Maryland,Bridges,2016,5321
Massachusetts,Bridges,2016,5171
Michigan,Bridges,2016,11156
Minnesota,Bridges,2016,13355
Mississippi,Bridges,2016,17068
Missouri,Bridges,2016,24468
Montana,Bridges,2016,5276
Nebraska,Bridges,2016,15334
Nevada,Bridges,2016,1933
New Hampshire,Bridges,2016,2486
New Jersey,Bridges,2016,6730
New Mexico,Bridges,2016,3973
New York,Bridges,2016,17462
North Carolina,Bridges,2016,18099
North Dakota,Bridges,2016,4400
Ohio,Bridges,2016,28284
Oklahoma,Bridges,2016,23053
Oregon,Bridges,2016,8118
Pennsylvania,Bridges,2016,22791
Rhode Island,Bridges,2016,772
South Carolina,Bridges,2016,9358
South Dakota,Bridges,2016,5849
Tennessee,Bridges,2016,20123
Texas,Bridges,2016,53488
Utah,Bridges,2016,3039
Vermont,Bridges,2016,2766
Virginia,Bridges,2016,13892
Washington,Bridges,2016,8178
West Virginia,Bridges,2016,7217
Wisconsin,Bridges,2016,14230
Wyoming,Bridges,2016,3128
Puerto Rico,Bridges,2016,2308
United States,Bridges,2016,612079
Alabama,Bridges,2017,16129
Alaska,Bridges,2017,1569
Arizona,Bridges,2017,8289
Arkansas,Bridges,2017,12864
California,Bridges,2017,25657
Colorado,Bridges,2017,8717
Connecticut,Bridges,2017,4238
Delaware,Bridges,2017,879
District of Columbia,Bridges,2017,245
Florida,Bridges,2017,12355
Georgia,Bridges,2017,14863
Hawaii,Bridges,2017,1135
Idaho,Bridges,2017,4492
Illinois,Bridges,2017,26775
Indiana,Bridges,2017,19291
Iowa,Bridges,2017,24215
Kansas,Bridges,2017,25001
Kentucky,Bridges,2017,14280
Louisiana,Bridges,2017,12910
Maine,Bridges,2017,2458
Maryland,Bridges,2017,5335
Massachusetts,Bridges,2017,5192
Michigan,Bridges,2017,11180
Minnesota,Bridges,2017,13329
Mississippi,Bridges,2017,17072
Missouri,Bridges,2017,24487
Montana,Bridges,2017,5302
Nebraska,Bridges,2017,15330
Nevada,Bridges,2017,1944
New Hampshire,Bridges,2017,2479
New Jersey,Bridges,2017,6737
New Mexico,Bridges,2017,3999
New York,Bridges,2017,17456
North Carolina,Bridges,2017,18183
North Dakota,Bridges,2017,4377
Ohio,Bridges,2017,27345
Oklahoma,Bridges,2017,23071
Oregon,Bridges,2017,8147
Pennsylvania,Bridges,2017,22779
Rhode Island,Bridges,2017,778
South Carolina,Bridges,2017,9341
South Dakota,Bridges,2017,5818
Tennessee,Bridges,2017,20169
Texas,Bridges,2017,53869
Utah,Bridges,2017,3051
Vermont,Bridges,2017,2772
Virginia,Bridges,2017,13932
Washington,Bridges,2017,8233
West Virginia,Bridges,2017,7228
Wisconsin,Bridges,2017,14253
Wyoming,Bridges,2017,3127
Puerto Rico,Bridges,2017,2325
United States,Bridges,2017,612677
Alabama,Bridges,2018,16130
Alaska,Bridges,2018,1592
Arizona,Bridges,2018,8294
Arkansas,Bridges,2018,12892
California,Bridges,2018,25737
Colorado,Bridges,2018,8786
Connecticut,Bridges,2018,4270
Delaware,Bridges,2018,863
District of Columbia,Bridges,2018,244
Florida,Bridges,2018,12435
Georgia,Bridges,2018,14879
Hawaii,Bridges,2018,1137
Idaho,Bridges,2018,4482
Illinois,Bridges,2018,26809
Indiana,Bridges,2018,19280
Iowa,Bridges,2018,24123
Kansas,Bridges,2018,24906
Kentucky,Bridges,2018,14368
Louisiana,Bridges,2018,12899
Maine,Bridges,2018,2473
Maryland,Bridges,2018,5357
Massachusetts,Bridges,2018,5215
Michigan,Bridges,2018,11228
Minnesota,Bridges,2018,13358
Mississippi,Bridges,2018,17071
Missouri,Bridges,2018,24512
Montana,Bridges,2018,5265
Nebraska,Bridges,2018,15349
Nevada,Bridges,2018,1979
New Hampshire,Bridges,2018,2494
New Jersey,Bridges,2018,6746
New Mexico,Bridges,2018,4010
New York,Bridges,2018,17521
North Carolina,Bridges,2018,18377
North Dakota,Bridges,2018,4355
Ohio,Bridges,2018,27277
Oklahoma,Bridges,2018,23116
Oregon,Bridges,2018,8161
Pennsylvania,Bridges,2018,22737
Rhode Island,Bridges,2018,780
South Carolina,Bridges,2018,9401
South Dakota,Bridges,2018,5824
Tennessee,Bridges,2018,20177
Texas,Bridges,2018,54131
Utah,Bridges,2018,3061
Vermont,Bridges,2018,2778
Virginia,Bridges,2018,13931
Washington,Bridges,2018,8278
West Virginia,Bridges,2018,7269
Wisconsin,Bridges,2018,14275
Wyoming,Bridges,2018,3129
Guam,Bridges,2018,10
Puerto Rico,Bridges,2018,2325
United States,Bridges,2018,613761
Alabama,Bridges,2019,16162
Alaska,Bridges,2019,1595
Arizona,Bridges,2019,8320
Arkansas,Bridges,2019,12902
California,Bridges,2019,25771
Colorado,Bridges,2019,8785
Connecticut,Bridges,2019,4336
Delaware,Bridges,2019,879
District of Columbia,Bridges,2019,244
Florida,Bridges,2019,12518
Georgia,Bridges,2019,14940
Hawaii,Bridges,2019,1138
Idaho,Bridges,2019,4493
Illinois,Bridges,2019,26825
Indiana,Bridges,2019,19284
Iowa,Bridges,2019,24043
Kansas,Bridges,2019,24934
Kentucky,Bridges,2019,14394
Louisiana,Bridges,2019,12884
Maine,Bridges,2019,2461
Maryland,Bridges,2019,5402
Massachusetts,Bridges,2019,5233
Michigan,Bridges,2019,11244
Minnesota,Bridges,2019,13346
Mississippi,Bridges,2019,17019
Missouri,Bridges,2019,24494
Montana,Bridges,2019,5278
Nebraska,Bridges,2019,15332
Nevada,Bridges,2019,2029
New Hampshire,Bridges,2019,2502
New Jersey,Bridges,2019,6786
New Mexico,Bridges,2019,4014
New York,Bridges,2019,17540
North Carolina,Bridges,2019,18407
North Dakota,Bridges,2019,4329
Ohio,Bridges,2019,27167
Oklahoma,Bridges,2019,23138
Oregon,Bridges,2019,8211
Pennsylvania,Bridges,2019,22911
Rhode Island,Bridges,2019,779
South Carolina,Bridges,2019,9419
South Dakota,Bridges,2019,5821
Tennessee,Bridges,2019,20226
Texas,Bridges,2019,54432
Utah,Bridges,2019,3063
Vermont,Bridges,2019,2818
Virginia,Bridges,2019,13933
Washington,Bridges,2019,8300
West Virginia,Bridges,2019,7291
Wisconsin,Bridges,2019,14249
Wyoming,Bridges,2019,3114
Guam,Bridges,2019,10
Puerto Rico,Bridges,2019,2315
U.S. Virgin Islands,Bridges,2019,24
United States,Bridges,2019,614735
Alabama,Bridges,2020,16155
Alaska,Bridges,2020,1645
Arizona,Bridges,2020,8428
Arkansas,Bridges,2020,12946
California,Bridges,2020,25763
Colorado,Bridges,2020,8829
Connecticut,Bridges,2020,4357
Delaware,Bridges,2020,882
District of Columbia,Bridges,2020,243
Florida,Bridges,2020,12592
Georgia,Bridges,2020,14964
Hawaii,Bridges,2020,1153
Idaho,Bridges,2020,4522
Illinois,Bridges,2020,26848
Indiana,Bridges,2020,19327
Iowa,Bridges,2020,23982
Kansas,Bridges,2020,24948
Kentucky,Bridges,2020,14422
Louisiana,Bridges,2020,12853
Maine,Bridges,2020,2472
Maryland,Bridges,2020,5430
Massachusetts,Bridges,2020,5229
Michigan,Bridges,2020,11271
Minnesota,Bridges,2020,13471
Mississippi,Bridges,2020,16878
Missouri,Bridges,2020,24538
Montana,Bridges,2020,5271
Nebraska,Bridges,2020,15348
Nevada,Bridges,2020,2056
New Hampshire,Bridges,2020,2514
New Jersey,Bridges,2020,6801
New Mexico,Bridges,2020,4024
New York,Bridges,2020,17552
North Carolina,Bridges,2020,18749
North Dakota,Bridges,2020,4312
Ohio,Bridges,2020,27072
Oklahoma,Bridges,2020,23155
Oregon,Bridges,2020,8214
Pennsylvania,Bridges,2020,22965
Rhode Island,Bridges,2020,777
South Carolina,Bridges,2020,9455
South Dakota,Bridges,2020,5880
Tennessee,Bridges,2020,20235
Texas,Bridges,2020,54682
Utah,Bridges,2020,3062
Vermont,Bridges,2020,2827
Virginia,Bridges,2020,13963
Washington,Bridges,2020,8338
West Virginia,Bridges,2020,7295
Wisconsin,Bridges,2020,14271
Wyoming,Bridges,2020,3122
Guam,Bridges,2020,10
Puerto Rico,Bridges,2020,2334
U.S. Virgin Islands,Bridges,2020,24
United States,Bridges,2020,616088
Alabama,Bridges,2021,16164
Alaska,Bridges,2021,1632
Arizona,Bridges,2021,8467
Arkansas,Bridges,2021,12941
California,Bridges,2021,25737
Colorado,Bridges,2021,8869
Connecticut,Bridges,2021,4361
Delaware,Bridges,2021,875
District of Columbia,Bridges,2021,246
Florida,Bridges,2021,12680
Georgia,Bridges,2021,14987
Hawaii,Bridges,2021,1162
Idaho,Bridges,2021,4561
Illinois,Bridges,2021,26846
Indiana,Bridges,2021,19337
Iowa,Bridges,2021,23870
Kansas,Bridges,2021,24925
Kentucky,Bridges,2021,14410
Louisiana,Bridges,2021,12782
Maine,Bridges,2021,2485
Maryland,Bridges,2021,5446
Massachusetts,Bridges,2021,5245
Michigan,Bridges,2021,11284
Minnesota,Bridges,2021,13496
Mississippi,Bridges,2021,16788
Missouri,Bridges,2021,24590
Montana,Bridges,2021,5266
Nebraska,Bridges,2021,15348
Nevada,Bridges,2021,2067
New Hampshire,Bridges,2021,2527
New Jersey,Bridges,2021,6798
New Mexico,Bridges,2021,4025
New York,Bridges,2021,17555
North Carolina,Bridges,2021,18877
North Dakota,Bridges,2021,4285
Ohio,Bridges,2021,27151
Oklahoma,Bridges,2021,23220
Oregon,Bridges,2021,8235
Pennsylvania,Bridges,2021,23166
Rhode Island,Bridges,2021,779
South Carolina,Bridges,2021,9395
South Dakota,Bridges,2021,5886
Tennessee,Bridges,2021,20331
Texas,Bridges,2021,55175
Utah,Bridges,2021,3056
Vermont,Bridges,2021,2836
Virginia,Bridges,2021,13997
Washington,Bridges,2021,8358
West Virginia,Bridges,2021,7314
Wisconsin,Bridges,2021,14307
Wyoming,Bridges,2021,3114
Guam,Bridges,2021,10
Puerto Rico,Bridges,2021,2334
U.S. Virgin Islands,Bridges,2021,24
United States,Bridges,2021,617254
Alabama,Bridges,2022,16162
Alaska,Bridges,2022,1626
Arizona,Bridges,2022,8497
Arkansas,Bridges,2022,12955
California,Bridges,2022,25810
Colorado,Bridges,2022,8917
Connecticut,Bridges,2022,4353
Delaware,Bridges,2022,872
District of Columbia,Bridges,2022,248
Florida,Bridges,2022,12740
Georgia,Bridges,2022,15034
Hawaii,Bridges,2022,1177
Idaho,Bridges,2022,4579
Illinois,Bridges,2022,26873
Indiana,Bridges,2022,19367
Iowa,Bridges,2022,23835
Kansas,Bridges,2022,24931
Kentucky,Bridges,2022,14482
Louisiana,Bridges,2022,12733
Maine,Bridges,2022,2505
Maryland,Bridges,2022,5456
Massachusetts,Bridges,2022,5252
Michigan,Bridges,2022,11314
Minnesota,Bridges,2022,13497
Mississippi,Bridges,2022,16782
Missouri,Bridges,2022,24569
Montana,Bridges,2022,5278
Nebraska,Bridges,2022,15336
Nevada,Bridges,2022,2071
New Hampshire,Bridges,2022,2531
New Jersey,Bridges,2022,6805
New Mexico,Bridges,2022,4033
New York,Bridges,2022,17557
North Carolina,Bridges,2022,18822
North Dakota,Bridges,2022,4281
Ohio,Bridges,2022,27003
Oklahoma,Bridges,2022,23197
Oregon,Bridges,2022,8255
Pennsylvania,Bridges,2022,23202
Rhode Island,Bridges,2022,784
South Carolina,Bridges,2022,9427
South Dakota,Bridges,2022,5897
Tennessee,Bridges,2022,20377
Texas,Bridges,2022,55701
Utah,Bridges,2022,3080
Vermont,Bridges,2022,2846
Virginia,Bridges,2022,14042
Washington,Bridges,2022,8388
West Virginia,Bridges,2022,7317
Wisconsin,Bridges,2022,14336
Wyoming,Bridges,2022,3121
Guam,Bridges,2022,57
Puerto Rico,Bridges,2022,2335
U.S. Virgin Islands,Bridges,2022,24
United States,Bridges,2022,618253
Alabama,Bridges,2023,16176
Alaska,Bridges,2023,1675
Arizona,Bridges,2023,8544
Arkansas,Bridges,2023,12962
California,Bridges,2023,25818
Colorado,Bridges,2023,8954
Connecticut,Bridges,2023,4362
Delaware,Bridges,2023,874
District of Columbia,Bridges,2023,252
Florida,Bridges,2023,12881
Georgia,Bridges,2023,15058
Hawaii,Bridges,2023,1190
Idaho,Bridges,2023,4588
Illinois,Bridges,2023,26873
Indiana,Bridges,2023,19381
Iowa,Bridges,2023,23720
Kansas,Bridges,2023,24907
Kentucky,Bridges,2023,14493
Louisiana,Bridges,2023,12717
Maine,Bridges,2023,2521
Maryland,Bridges,2023,5473
Massachusetts,Bridges,2023,5281
Michigan,Bridges,2023,11341
Minnesota,Bridges,2023,13502
Mississippi,Bridges,2023,16756
Missouri,Bridges,2023,24617
Montana,Bridges,2023,5218
Nebraska,Bridges,2023,15348
Nevada,Bridges,2023,2090
New Hampshire,Bridges,2023,2537
New Jersey,Bridges,2023,6820
New Mexico,Bridges,2023,4037
New York,Bridges,2023,17573
North Carolina,Bridges,2023,18817
North Dakota,Bridges,2023,4280
Ohio,Bridges,2023,26960
Oklahoma,Bridges,2023,22872
Oregon,Bridges,2023,8292
Pennsylvania,Bridges,2023,23257
Rhode Island,Bridges,2023,782
South Carolina,Bridges,2023,9481
South Dakota,Bridges,2023,5889
Tennessee,Bridges,2023,20373
Texas,Bridges,2023,56313
Utah,Bridges,2023,3109
Vermont,Bridges,2023,2856
Virginia,Bridges,2023,14068
Washington,Bridges,2023,8421
West Virginia,Bridges,2023,7323
Wisconsin,Bridges,2023,14412
Wyoming,Bridges,2023,3131
Guam,Bridges,2023,47
Puerto Rico,Bridges,2023,2335
U.S. Virgin Islands,Bridges,2023,24
United States,Bridges,2023,621581
Alabama,Bridges,2024,16205
Alaska,Bridges,2024,1685
Arizona,Bridges,2024,8573
Arkansas,Bridges,2024,12974
California,Bridges,2024,25848
Colorado,Bridges,2024,8965
Connecticut,Bridges,2024,4365
Delaware,Bridges,2024,872
District of Columbia,Bridges,2024,257
Florida,Bridges,2024,13036
Georgia,Bridges,2024,15069
Hawaii,Bridges,2024,1195
Idaho,Bridges,2024,4616
Illinois,Bridges,2024,26928
Indiana,Bridges,2024,19495
Iowa,Bridges,2024,23719
Kansas,Bridges,2024,24894
Kentucky,Bridges,2024,14548
Louisiana,Bridges,2024,12698
Maine,Bridges,2024,2518
Maryland,Bridges,2024,5484
Massachusetts,Bridges,2024,5296
Michigan,Bridges,2024,11371
Minnesota,Bridges,2024,13532
Mississippi,Bridges,2024,16739
